chemical	aliases	names	flagged_for_removal
450268	DB07069 (DrugBank)	3-hydroxyhippuric acid	0
637540	DB01650 (DrugBank)	o-coumaric acid	1
448904	DB03874 (DrugBank BioCyc)	2-azasqualene	0
122623	DB03535 (DrugBank)	Z-Pro-prolinal	0
91552	DB04422 (DrugBank)	L-homocysteine	1
121892	D09569 (KEGG) >> DB04953 (DrugBank)	retigabine	0
89105	DB04253 (DrugBank)	5-(aziridin-1-yl)-2,4-dinitrobenzamide	0
5287830	DB02168 (DrugBank)	6-bromopurine	1
656970	DB08606 (DrugBank)	MT-DADMe-ImmA	0
72139	D07211 (KEGG)	thioxolone	0
126690	DB03228 (DrugBank)	NSC-646392	0
766948	DB07217 (DrugBank)	DB07217	0
11430856	D09358 (KEGG) >> D09359 (KEGG)	Naluzotan	0
446862	DB01993 (DrugBank) >> DB04467 (DrugBank)	PPL-D-alanine	0
446912	DB04373 (DrugBank)	AC1L9K8S	0
3052775	D02562 (KEGG) >> DB01367 (DrugBank 845)	rasagiline	0
460	D00117 (KEGG)	guaiacol	0
2266114	DB07155 (DrugBank)	AC1M4SHQ	0
598	D01459 (KEGG)	mesna	0
3366	D00323 (KEGG) >> DB01099 (DrugBank)	flucytosine	1
11113760	DB02316 (DrugBank)	DB02316	0
3290	D01118 (KEGG) >> DB00392 (DrugBank 845)	ethopropazine	0
11840911	DB07180 (DrugBank)	DB07180	0
670	D07841 (KEGG) >> DB01775 (DrugBank)	glyceraldehyde	1
490	DB03174 (DrugBank)	phosphonoacetaldehyde	1
3202	D00994 (KEGG) >> DB01010 (DrugBank 845)	edrophonium	0
668	DB04326 (DrugBank)	dihydroxyacetone phosphate (DHAP	1
572	DB02948 (DrugBank 845)	fosmidomycin	1
446185	DB03030 (DrugBank)	AC1L9J9C	0
446357	DB03074 (DrugBank)	preQ0	1
11960529	D09692 (KEGG) >> DB07232 (DrugBank)	veliparib	0
4026	DB04188 (DrugBank)	MDL-72527DA	0
445969	DB03278 (DrugBank)	L-threitol	1
656986	DB04616 (DrugBank)	DB04616	0
3991	DB03359 (DrugBank)	AC1L1H65	0
3883	DB00448 (DrugBank 845)	lansoprazole	0
3767	DB00951 (DrugBank 845)	isoniazid	1
3748	D02579 (KEGG) >> D08085 (KEGG) >> DB04818 (DrugBank)	iproniazid	1
25134267	DB08310 (DrugBank)	DB08310	0
138	DB02068 (DrugBank)	delta-aminovaleric acid	1
657149	DB02505 (DrugBank)	AC1LCW3V	0
604519	D09750 (KEGG)	amiridin	0
342	D04951 (KEGG) >> DB01776 (DrugBank)	m-cresol	1
3655	D06288 (KEGG)	velnacrine	0
49836020	D10417 (KEGG)	birinapant	0
11957394	DB08753 (DrugBank)	DB08753	0
3637	D01302 (KEGG) >> DB01275 (DrugBank 845)	hydralazine	1
543502	DB08171 (DrugBank)	11-mercaptoundecanoic acid	0
6920596	DB07222 (DrugBank)	DB07222	0
446167	DB01832 (DrugBank)	C5H9O5P	1
1549107	DB02509 (DrugBank)	cis,cis-farnesol	0
3450	D02292 (KEGG) >> DB00483 (DrugBank)	gallamine triethiodide	0
481709	DB08265 (DrugBank)	DB08265	0
6323452	DB04509 (DrugBank)	N-methylnaloxonium	0
11291932	DB08058 (DrugBank)	DB08058	0
3017	D07856 (KEGG)	diazinon	0
1116191	DB07192 (DrugBank)	DB07192	0
2155	D02479 (KEGG)	aminothiazole	0
1050	DB00147 (DrugBank)	pyridoxal	1
448797	DB02881 (DrugBank)	AC1L9MCY	0
2131	D01001 (KEGG) >> DB01122 (DrugBank 845)	ambenonium	0
1150567	DB07701 (DrugBank)	R)-donepezil	0
44602427	DB08335 (DrugBank)	DB08335	0
11616886	DB07513 (DrugBank)	NW-1172	0
447767	DB04289 (DrugBank)	Genz10850	0
1121782	DB07429 (DrugBank)	DB07429	0
11602832	DB07257 (DrugBank)	DB07257	0
1933	DB03672 (DrugBank)	AC1L1CJU	0
448718	DB02267 (DrugBank)	AC1L9M9S	0
3016	DB00829 (DrugBank 845) >> DB07699 (DrugBank 845)	diazepam	1
9817381	DB08321 (DrugBank)	N-octyl--valienamine	0
6914612	DB06984 (DrugBank)	DB06984	0
1755	DB02260 (DrugBank)	4-oxosebacic acid	0
1727	DB06637 (DrugBank)	4-aminopyridine	1
1722	DB07782 (DrugBank)	CF3HMP-PP	0
1720	DB07096 (DrugBank)	4-amino-1,8-naphthalimide	0
1698	DB04560 (DrugBank)	4,7-dioxosebacic acid	0
448167	DB07940 (DrugBank)	AC1L9LOA	0
448475	DB02036 (DrugBank)	AC1L9M03	0
1195	DB04714 (DrugBank)	isopentenyl diphosphate	0
854026	DB01928 (DrugBank)	huperzine A	0
448810	DB03705 (DrugBank)	5-nitro-6-methylamino-isocytosine	1
2334	DB01681 (DrugBank)	mellitic acid	0
4055	DB00170 (DrugBank 845)	menadione	1
1283969	DB07188 (DrugBank)	DB07188	0
446917	DB04378 (DrugBank)	AC1L9K92	0
40636608	DB07090 (DrugBank)	DB07090	0
2993	D01575 (KEGG) >> DB04209 (DrugBank)	dequalinium	0
2879	DB01688 (DrugBank)	cresyl	1
6420119	DB08257 (DrugBank)	AC1Q75I7	0
1511	DB04010 (DrugBank)	AC1L1BMO	0
11167602	D10137 (KEGG) >> D10138 (KEGG) >> DB08896 (DrugBank)	regorafenib	0
446994	DB02337 (DrugBank)	S-(delta-carboxybutyl)-l-homocysteine	0
2780	D03534 (KEGG)	clebopride	0
447018	DB03534 (DrugBank)	benzamide deriv. 5	0
6420120	DB08258 (DrugBank)	AC1O4WJZ	0
11691442	DB08365 (DrugBank)	DB08365	0
2730	D07688 (KEGG)	chlorpyrifos	0
2719	D02125 (KEGG) >> D03469 (KEGG) >> D07680 (KEGG) >> DB00608 (DrugBank 845)	chloroquine	0
2712	D00693 (KEGG)	chlordiazepoxide	0
2551	DB00411 (DrugBank) >> DB02487 (DrugBank)	carbachol	0
6420121	DB08259 (DrugBank)	AC1O4WK0	0
979	DB07718 (DrugBank)	4-hydroxyphenylpyruvate	0
6420149	DB08060 (DrugBank)	4-(2-aminophenyl)-4-oxobutanoic acid	0
1415427	DB07123 (DrugBank)	piperidine, b3	0
6437850	D03733 (KEGG)	MDL-72974A	0
448890	DB07787 (DrugBank)	AC1L9MGP	0
448889	DB03072 (DrugBank)	AC1L9MGN	0
5288103	DB04677 (DrugBank)	DB04677	0
4149241	DB08256 (DrugBank)	AC1Q760W	0
445771	DB02254 (DrugBank)	trifluoro-thiamin phosphate	0
132302	DB04478 (DrugBank)	Sdi-2 cpd	0
34521	D02559 (KEGG)	toloxatone	0
126892	DB01695 (DrugBank)	N-hydroxy-4-phosphono-butanamide	1
31721	DB01472 (DrugBank)	p-methoxyamphetamine	0
10219702	DB07677 (DrugBank)	A5393	1
26757	D00785 (KEGG)	selegiline	1
26695	D03539 (KEGG)	clioxanide	0
25945	DB04781 (DrugBank)	hydroxyvaleric acid	1
131153	DB02828 (DrugBank)	5-fluorolevulinic acid	1
5289330	DB08524 (DrugBank)	DB08524	0
5289331	DB08525 (DrugBank)	AC1NRD3B	0
132228	D03823 (KEGG)	Quilostigmine	0
21388	D04512 (KEGG) >> D08069 (KEGG)	imidocarb	0
21109	D01606 (KEGG) >> D08642 (KEGG)	trimetazidine	0
20689	DB04250 (DrugBank)	butyrylthiocholine	0
18807	DB04393 (DrugBank)	diclosan	0
37850	DB01803 (DrugBank)	thiocholine	1
5289507	DB02226 (DrugBank)	DB02226	0
15391	DB03976 (DrugBank)	isopropyl phosphate	1
9994897	DB08754 (DrugBank)	trans-N-caffeoyltyramine	0
146719	DB03673 (DrugBank)	3-(2-thienyl)-L-alanine	1
5289508	DB03005 (DrugBank)	DB03005	0
16220130	DB07287 (DrugBank)	DB07287	0
24778468	DB08712 (DrugBank)	DB08712	0
24778473	DB07226 (DrugBank)	DB07226	0
5289613	DB02728 (DrugBank)	ethyl-7-hydroxycoumarin-3-carboxylate	0
10917	D02030 (KEGG) >> DB00583 (DrugBank 845) >> DB02648 (DrugBank)	L-carnitine	0
10255	D02546 (KEGG)	kainate	0
9958	DB04120 (DrugBank)	4-methylcatechol	1
5276853	DB05492 (DrugBank) >> DB08290 (DrugBank)	Epicept NP-1	0
9651	D02173 (KEGG) >> DB00674 (DrugBank)	galantamine	1
657038	DB03509 (DrugBank)	3-(4-chlorophenyl)quinoxaline-5-carboxamide	0
5289329	DB08523 (DrugBank)	[hydroxy(3-phenylpropyl)amino]methanol	0
4139	D02312 (KEGG) >> DB08167 (DrugBank)	methylene blue	0
79541	DB07650 (DrugBank)	decyl formate	0
71355	D03735 (KEGG)	lecimibide	0
71307	D01097 (KEGG) >> D04681 (KEGG)	lazabemide	0
5288022	DB03813 (DrugBank)	2-decenoyl n-acetyl cysteamine	0
73571	DB08517 (DrugBank)	sakuranetin	0
74190	DB03822 (DrugBank)	ethanol/phosphate	1
17758816	DB08657 (DrugBank)	DB08657	0
67532	D08659 (KEGG) >> DB07637 (DrugBank)	DiBrY	0
66644	DB03819 (DrugBank)	salicylhydroxamic acid	1
77990	D02558 (KEGG) >> DB00989 (DrugBank 845)	rivastigmine	1
5288588	DB04114 (DrugBank)	DB04114	0
65719	D07914 (KEGG)	gene serine	0
5288607	DB01691 (DrugBank)	indole naphthyridinone	0
77998	D00596 (KEGG) >> DB00412 (DrugBank 845)	rosiglitazone	0
78607	DB03056 (DrugBank)	4-piperidinopiperidine	0
63306	DB02690 (DrugBank)	8-hydroxy-2-methylquinazolin-4-one	0
16750123	DB07512 (DrugBank)	DB07512	0
80668	DB03770 (DrugBank)	N-hydroxyguanidine	1
60837	D01061 (KEGG) >> DB00762 (DrugBank 845)	irinotecan	0
60824	D02563 (KEGG)	befloxatone	0
5287720	DB01865 (DrugBank)	aminopyridine deriv. 9	0
17754079	DB02276 (DrugBank)	DB02276	0
5289289	DB04307 (DrugBank)	rhPAI	0
95054	DB04196 (DrugBank) >> DB04357 (DrugBank)	pteroic acid	0
5289295	DB02211 (DrugBank)	N-methyl-N-propargyl-1(R)-aminoindan	0
98487	DB03073 (DrugBank)	3-methoxybenzamide	1
107688	D05215 (KEGG)	obidoxime	0
5287453	DB02939 (DrugBank)	1,4-diphenyl-2-butene	0
51683	D06227 (KEGG)	swainsonine	0
5289310	DB03894 (DrugBank)	N-propargyl-1(S)-aminoindan	0
44570	D02560 (KEGG)	brofaromine	0
148140	DB03722 (DrugBank)	3,4-dihydro-5-methylisoquinolinone	0
5274976	DB07178 (DrugBank)	5-pentyl-2-phenoxyphenol	0
8917	DB07611 (DrugBank)	decanethiol	0
444800	DB03789 (DrugBank)	dimethylimidazolium	1
443201	DB02496 (DrugBank)	DOXP	0
443600	DB04310 (DrugBank)	actinonin	0
5329	DB01015 (DrugBank 845)	sulfamethoxazole	1
5314	D00766 (KEGG) >> D02275 (KEGG) >> DB00202 (DrugBank 845)	suxamethonium	0
444200	DB03485 (DrugBank)	alpha-fucose	0
444475	DB03886 (DrugBank)	NSC339699	0
4369343	DB02628 (DrugBank)	AC1N9ZXO	0
4991	D00487 (KEGG) >> DB00545 (DrugBank 845)	pyridostigmine	0
4939	DB02166 (DrugBank)	propidium iodide	0
15083623	DB08658 (DrugBank)	DB08658	0
4913	D00477 (KEGG) >> DB01035 (DrugBank 845)	procainamide	1
14812933	DB08684 (DrugBank)	O-Decyl Hydrogen Thiocarbonate	0
5288154	DB01799 (DrugBank)	DB01799	0
13294447	DB08050 (DrugBank)	2-oxo-5-phenylpentanoic acid	0
4747	DB01608 (DrugBank 845)	propericiazine	0
159596	DB04368 (DrugBank)	BB-3497	0
4688	D02564 (KEGG) >> DB01626 (DrugBank 845)	pargyline	0
445462	DB03592 (DrugBank)	6-hydroxymethylpterin monophosphate	0
3492020	DB07641 (DrugBank)	decyldimethylphosphine oxide	0
4456	D00995 (KEGG) >> D00998 (KEGG) >> DB01400 (DrugBank 845)	neostigmine	1
3396560	DB04390 (DrugBank)	DB04390	0
25023881	DB08529 (DrugBank)	BPH-798	0
4409	DB00461 (DrugBank 845)	nabumetone	0
5490675	D03751 (KEGG)	icopezil	0
4359	DB03677 (DrugBank)	n-cyclohexyl-n'-decylurea	0
4358	DB04213 (DrugBank)	1-cyclohexyl-3-(3-phenylpropyl)urea	0
4357	DB02029 (DrugBank)	N-cyclohexyl-N'-(iodophenyl)urea	0
4235	DB01171 (DrugBank 845)	moclobemide	0
3378216	DB02990 (DrugBank)	DB02990	0
4167	D01871 (KEGG) >> DB00340 (DrugBank 845)	tREST	0
439260	D05206 (KEGG) >> D08284 (KEGG) >> DB00368 (DrugBank 845)	norepinephrine	0
4369390	DB04685 (DrugBank)	DB04685	0
4369424	DB07912 (DrugBank)	2-oxoheptylphosphonic acid	0
367584	DB04317 (DrugBank)	C4H5cl2O5P	1
5326966	DB04614 (DrugBank)	DB04614	0
7965	DB02995 (DrugBank)	cyclohexylamine	1
7809	DB03463 (DrugBank)	p-xylene	0
7595	DB07496 (DrugBank)	carbanilide	0
7500	DB01722 (DrugBank)	ethylbenzene	0
166558	D03012 (KEGG)	avasimibe	0
16122594	DB08333 (DrugBank)	DB08333	0
7075	DB07478 (DrugBank)	3,4-dihydroxybiphenyl	0
7054	DB02095 (DrugBank)	isatin	1
6613	D01082 (KEGG) >> D07413 (KEGG)	pantothenic acid	1
4635105	DB01788 (DrugBank)	DB01788	1
171833	DB08605 (DrugBank)	AC1L589A	0
174174	D02069 (KEGG) >> DB00572 (DrugBank 845)	atropine	0
4470577	DB04030 (DrugBank)	AC1NBN0C	0
6129	D07613 (KEGG)	carbaryl	0
6115	DB06728 (DrugBank)	aniline	1
181976	DB04594 (DrugBank)	3-hydroxyglutaric acid	1
5992	D02418 (KEGG)	physostigmine salicylate	0
192706	DB04892 (DrugBank)	phenserine	0
5936	DB00677 (DrugBank 845)	diisopropylfluorophosphate (DFP	1
193491	DB02738 (DrugBank)	adenosine 5'-pentaphosphate	0
9925908	DB07330 (DrugBank)	A-620223	0
193613	DB04531 (DrugBank)	S-benzyl-L-cysteine	0
197033	D09917 (KEGG) >> D09918 (KEGG)	latrepirdine	0
198751	D09835 (KEGG) >> DB04859 (DrugBank)	zanapezil	0
4369567	DB08224 (DrugBank)	DB08224	0
5585	D01034 (KEGG) >> DB04571 (DrugBank)	antipsoriatic	0
214350	D04192 (KEGG)	MaxiPost	0
233979	DB08082 (DrugBank)	4-chloro-n-(2-hydroxyethyl)benzamide	0
657093	DB04617 (DrugBank)	AC1NR9X9	0
